id,type,name,filePath
METHOD_getLatitude_CLASS_BluetoothData_-1420379776,METHOD,getLatitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_setLatitude_CLASS_BluetoothData_-1420379776,METHOD,setLatitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_getLongitude_CLASS_BluetoothData_-1420379776,METHOD,getLongitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_setLongitude_CLASS_BluetoothData_-1420379776,METHOD,setLongitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_getTxPower_CLASS_BluetoothData_-1420379776,METHOD,getTxPower,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_setTxPower_CLASS_BluetoothData_-1420379776,METHOD,setTxPower,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_getTxPowerLevel_CLASS_BluetoothData_-1420379776,METHOD,getTxPowerLevel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
METHOD_setTxPowerLevel_CLASS_BluetoothData_-1420379776,METHOD,setTxPowerLevel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_id_CLASS_BluetoothData_-1420379776,VARIABLE,id,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_bluetoothMacAddress_CLASS_BluetoothData_-1420379776,VARIABLE,bluetoothMacAddress,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_distance_CLASS_BluetoothData_-1420379776,VARIABLE,distance,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_txPower_CLASS_BluetoothData_-1420379776,VARIABLE,txPower,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_txPowerLevel_CLASS_BluetoothData_-1420379776,VARIABLE,txPowerLevel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_latitude_CLASS_BluetoothData_-1420379776,VARIABLE,latitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_longitude_CLASS_BluetoothData_-1420379776,VARIABLE,longitude,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_latitudeenc_CLASS_BluetoothData_-1420379776,VARIABLE,latitudeenc,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_longitudeenc_CLASS_BluetoothData_-1420379776,VARIABLE,longitudeenc,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
VAR_timeStamp_CLASS_BluetoothData_-1420379776,VARIABLE,timeStamp,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BluetoothData.java
FILE_329303117,FILE,BulkDataObject.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_-1098970127,IMPORT,nic.goi.aarogyasetu.utility.Constants,
CLASS_BulkDataObject_329303117,CLASS,BulkDataObject,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_getD_CLASS_BulkDataObject_329303117,METHOD,getD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_setD_CLASS_BulkDataObject_329303117,METHOD,setD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_getData_CLASS_BulkDataObject_329303117,METHOD,getData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_setData_CLASS_BulkDataObject_329303117,METHOD,setData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_getUploadType_CLASS_BulkDataObject_329303117,METHOD,getUploadType,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
METHOD_setUploadType_CLASS_BulkDataObject_329303117,METHOD,setUploadType,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
VAR_d_CLASS_BulkDataObject_329303117,VARIABLE,d,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
VAR_uploadType_CLASS_BulkDataObject_329303117,VARIABLE,uploadType,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
VAR_data_CLASS_BulkDataObject_329303117,VARIABLE,data,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\BulkDataObject.java
FILE_-634176843,FILE,Converters.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Converters.java
IMPORTED_569909688,IMPORT,androidx.room.TypeConverter,
IMPORTED_1896892294,IMPORT,com.google.gson.Gson,
IMPORTED_-703586029,IMPORT,com.google.gson.reflect.TypeToken,
IMPORTED_-1666545889,IMPORT,java.lang.reflect.Type,
CLASS_Converters_-634176843,CLASS,Converters,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Converters.java
METHOD_fromString_CLASS_Converters_-634176843,METHOD,fromString,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Converters.java
METHOD_fromArrayList_CLASS_Converters_-634176843,METHOD,fromArrayList,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Converters.java
FILE_-1803754062,FILE,DataPoint.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\DataPoint.java
IMPORTED_-1114099497,IMPORT,java.util.ArrayList,
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_DataPoint_-1803754062,CLASS,DataPoint,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\DataPoint.java
VAR_ts_CLASS_DataPoint_-1803754062,VARIABLE,ts,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\DataPoint.java
VAR_locationObject_CLASS_DataPoint_-1803754062,VARIABLE,locationObject,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\DataPoint.java
VAR_dl_CLASS_DataPoint_-1803754062,VARIABLE,dl,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\DataPoint.java
FILE_219576864,FILE,Dl.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_Dl_219576864,CLASS,Dl,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
METHOD_getD_CLASS_Dl_219576864,METHOD,getD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
METHOD_setD_CLASS_Dl_219576864,METHOD,setD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
VAR_d_CLASS_Dl_219576864,VARIABLE,d,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
VAR_dist_CLASS_Dl_219576864,VARIABLE,dist,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
VAR_txLevel_CLASS_Dl_219576864,VARIABLE,txLevel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
VAR_txPower_CLASS_Dl_219576864,VARIABLE,txPower,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\Dl.java
FILE_-913938191,FILE,LanguageDTO.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
CLASS_LanguageDTO_-913938191,CLASS,LanguageDTO,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
METHOD_getLanguageCode_CLASS_LanguageDTO_-913938191,METHOD,getLanguageCode,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
METHOD_getLanguageTitle_CLASS_LanguageDTO_-913938191,METHOD,getLanguageTitle,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
VAR_mLanguageCode_CLASS_LanguageDTO_-913938191,VARIABLE,mLanguageCode,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
VAR_mLanguageTitle_CLASS_LanguageDTO_-913938191,VARIABLE,mLanguageTitle,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LanguageDTO.java
FILE_2126139092,FILE,LocationObject.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LocationObject.java
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_LocationObject_2126139092,CLASS,LocationObject,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LocationObject.java
VAR_lat_CLASS_LocationObject_2126139092,VARIABLE,lat,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LocationObject.java
VAR_lon_CLASS_LocationObject_2126139092,VARIABLE,lon,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\LocationObject.java
FILE_-356280622,FILE,FCMTokenObject.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\FCMTokenObject.java
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_FCMTokenObject_-356280622,CLASS,FCMTokenObject,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\FCMTokenObject.java
VAR_ft_CLASS_FCMTokenObject_-356280622,VARIABLE,ft,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\FCMTokenObject.java
FILE_489131056,FILE,GenerateOTP.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\GenerateOTP.java
CLASS_GenerateOTP_489131056,CLASS,GenerateOTP,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\GenerateOTP.java
VAR_primaryId_CLASS_GenerateOTP_489131056,VARIABLE,primaryId,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\GenerateOTP.java
FILE_1340178410,FILE,RegisterationData.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
IMPORTED_1754524719,IMPORT,android.location.Location,
IMPORTED_-1767605960,IMPORT,nic.goi.aarogyasetu.CoronaApplication,
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_RegisterationData_1340178410,CLASS,RegisterationData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_getLat_CLASS_RegisterationData_1340178410,METHOD,getLat,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_getLon_CLASS_RegisterationData_1340178410,METHOD,getLon,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_getN_CLASS_RegisterationData_1340178410,METHOD,getN,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setN_CLASS_RegisterationData_1340178410,METHOD,setN,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_getD_CLASS_RegisterationData_1340178410,METHOD,getD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setD_CLASS_RegisterationData_1340178410,METHOD,setD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_isBlAllowed_CLASS_RegisterationData_1340178410,METHOD,isBlAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setBlAllowed_CLASS_RegisterationData_1340178410,METHOD,setBlAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_isLocAllowed_CLASS_RegisterationData_1340178410,METHOD,isLocAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setLocAllowed_CLASS_RegisterationData_1340178410,METHOD,setLocAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_isBlOn_CLASS_RegisterationData_1340178410,METHOD,isBlOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setBlOn_CLASS_RegisterationData_1340178410,METHOD,setBlOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_isLocOn_CLASS_RegisterationData_1340178410,METHOD,isLocOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
METHOD_setLocOn_CLASS_RegisterationData_1340178410,METHOD,setLocOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_n_CLASS_RegisterationData_1340178410,VARIABLE,n,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_d_CLASS_RegisterationData_1340178410,VARIABLE,d,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_fcmToken_CLASS_RegisterationData_1340178410,VARIABLE,fcmToken,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_lat_CLASS_RegisterationData_1340178410,VARIABLE,lat,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_lon_CLASS_RegisterationData_1340178410,VARIABLE,lon,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_isBlAllowed_CLASS_RegisterationData_1340178410,VARIABLE,isBlAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_isLocAllowed_CLASS_RegisterationData_1340178410,VARIABLE,isLocAllowed,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_isBlOn_CLASS_RegisterationData_1340178410,VARIABLE,isBlOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
VAR_isLocOn_CLASS_RegisterationData_1340178410,VARIABLE,isLocOn,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\RegisterationData.java
FILE_1359553811,FILE,TokenValidationResponse.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_TokenValidationResponse_1359553811,CLASS,TokenValidationResponse,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
METHOD_getAuthToken_CLASS_TokenValidationResponse_1359553811,METHOD,getAuthToken,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
METHOD_getRefreshToken_CLASS_TokenValidationResponse_1359553811,METHOD,getRefreshToken,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
VAR_authToken_CLASS_TokenValidationResponse_1359553811,VARIABLE,authToken,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
VAR_refreshToken_CLASS_TokenValidationResponse_1359553811,VARIABLE,refreshToken,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\TokenValidationResponse.java
FILE_2011127505,FILE,ValidateOTP.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\ValidateOTP.java
CLASS_ValidateOTP_2011127505,CLASS,ValidateOTP,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\ValidateOTP.java
VAR_primaryId_CLASS_ValidateOTP_2011127505,VARIABLE,primaryId,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\ValidateOTP.java
VAR_passcode_CLASS_ValidateOTP_2011127505,VARIABLE,passcode,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\network\ValidateOTP.java
FILE_-412086151,FILE,PostDataModel.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
IMPORTED_65821278,IMPORT,java.util.List,
IMPORTED_-1544588727,IMPORT,com.google.gson.annotations.Expose,
IMPORTED_-1575482444,IMPORT,com.google.gson.annotations.SerializedName,
CLASS_PostDataModel_-412086151,CLASS,PostDataModel,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
METHOD_getD_CLASS_PostDataModel_-412086151,METHOD,getD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
METHOD_setD_CLASS_PostDataModel_-412086151,METHOD,setD,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
METHOD_getData_CLASS_PostDataModel_-412086151,METHOD,getData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
METHOD_setData_CLASS_PostDataModel_-412086151,METHOD,setData,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
VAR_d_CLASS_PostDataModel_-412086151,VARIABLE,d,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
VAR_data_CLASS_PostDataModel_-412086151,VARIABLE,data,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\models\PostDataModel.java
FILE_1557013960,FILE,GzipRequestInterceptor.java,D:\APIBench\APIBench\APIBench_C\Java\Java_Code\Java_code\Android\Training\AarogyaSetu_Android\app\src\main\java\nic\goi\aarogyasetu\network\GzipRequestInterceptor.java
IMPORTED_-1098970127,IMPORT,nic.goi.aarogyasetu.utility.Constants,
IMPORTED_-2010664371,IMPORT,java.io.IOException,
IMPORTED_-1807242522,IMPORT,okhttp3.Interceptor,
IMPORTED_304202303,IMPORT,okhttp3.MediaType,
IMPORTED_-269344816,IMPORT,okhttp3.Request,
IMPORTED_1734174098,IMPORT,okhttp3.RequestBody,
IMPORTED_293179168,IMPORT,okhttp3.Response,
IMPORTED_-1802773858,IMPORT,okio.BufferedSink,
IMPORTED_44786585,IMPORT,okio.GzipSink,
